,x,y,z
34736,0.128330165459542,0.0078312113598442,-0.0665957880082596
34737,0.12400597675968,0.0075864313125841,-0.0654361413976903
34738,0.0801052937854543,0.0048830776617845,-0.0419038149893531
34739,0.0744884614953592,0.0045364445455267,-0.0392163796772531
34740,0.0515260096143318,0.0031519923074657,-0.0275124136489091
34741,0.105899687127893,0.0064758655304363,-0.05702999020938
34742,0.0495354328472406,0.0030297530211684,-0.0271094316960615
34743,0.0737184817495506,0.004477929264252,-0.0392385223202766
34744,0.0848768903112242,0.0051373941270885,-0.0453415967039213
34745,0.053218199826436,0.0032282780536096,-0.0284691029136089
34746,0.047895531839637,0.0029070418735146,-0.0258501409495374
34747,0.0466522049987361,0.0028494890307109,-0.0256894569651652
34748,0.0482688766477587,0.002939989923387,-0.0265887580438069
34749,0.049785276961904,0.0030387111581579,-0.0274636215588343
34750,0.134617176102172,0.0081004996296676,-0.0695827755688824
34751,0.108415015396483,0.0065293408354809,-0.0565069552713572
34752,0.0738917058097864,0.0044550673900066,-0.0393251439883629
34753,0.0921511267765796,0.0055488995616287,-0.0490843630660694
34754,0.0740423755259756,0.0044686909950361,-0.0394499375741609
34755,0.0541499844626862,0.0032694661904746,-0.0291971388742118
34756,0.0542557042104473,0.0032880066056526,-0.0296120958624468
34757,0.109560340490021,0.0065417860708015,-0.0565487887337713
34758,0.0836362330809132,0.0049937501770025,-0.0434043502518388
34759,0.129626689450063,0.0077543162296242,-0.0673397675965878
34760,0.0742621619678599,0.0044414142695638,-0.0392440118834896
34761,0.105841067927137,0.0063644359311017,-0.0573495607979495
34762,0.0490408509121911,0.0029028267186244,-0.0255656833193117
34763,0.199118389317936,0.0118444888742254,-0.104926678508068
34764,0.118636023834401,0.0070915690047485,-0.0636427839336059
34765,0.0750806360426711,0.0044813237483709,-0.0405637322080657
34766,0.0754667558794124,0.0045257951262874,-0.0410563159743947
34767,0.128862511886919,0.0075403661066944,-0.0668162613192207
34768,0.0210898455736621,0.0012376388175769,-0.0111082080219622
34769,0.0304910812601845,0.0017953273131214,-0.0165101976114827
34770,0.0223501938246168,0.0013052406360553,-0.0118940478803417
34771,0.0229497775586163,0.0013452130567328,-0.0122374003680197
34772,0.0226871156482034,0.0013314394117626,-0.0121006312163556
34773,0.0735242183932181,0.0043230195057452,-0.0396185417178955
34774,0.0126842082790208,0.0007450186507337,-0.0068855343958863
34775,0.0909100550954278,0.0053555411397032,-0.049602630021311
34776,0.0546690335145555,0.0032186956473471,-0.0300793964040883
34777,0.128353929087397,0.0074455138556197,-0.0665942297044583
34778,0.0920520969851056,0.0053558490819949,-0.0490892883302474
34779,0.0747174543527747,0.0043529955999841,-0.0402387824981474
34780,0.235655024054677,0.013758529655458,-0.126932485910803
34781,0.0520403119586216,0.0030388255526072,-0.0284172716312727
34782,0.0520129694168152,0.0030427322666233,-0.0284668693265429
34783,0.0542825754966775,0.0031441722175221,-0.029374672233515
34784,0.106100121401174,0.0061569446014767,-0.0580798732503828
34785,0.105895584440208,0.0061730471305413,-0.0582548280744829
34786,0.0838630245003676,0.0048080379219323,-0.0438181200079242
34787,0.0557369549062503,0.0032238989909705,-0.0305570540546356
34788,0.0557181754653326,0.0032266750002686,-0.0305909906783081
34789,0.0903181049605208,0.0052274792782929,-0.0497059132954634
34790,0.0302122485055956,0.0017171628125242,-0.0157838874190005
